TransactionID,Age,Gender,State,Bank,AccountType,TransactionAmount,AccountBalance,NumTransactionsDay,TransactionHour,TransactionDay,Channel,LocationMatch,DeviceKnown,PrevFraudFlag,AccountAgeMonths,FailedAttempts,InternationalTransaction,AmountToBalanceRatio,IsFraud,n_TransactionAmount,n_AccountBalance,UnusualTransactionHour,AgeTransactionsRatio,RedFlag_Attempt,AmountToBalance_nRatio
TXN0005863,46,Female,Oyo,Sterling,Savings,27302.46,14990.53,4,7,Wednesday,Transfer,Yes,Yes,0,57.0,1,No,1.8213,No,10.2148,9.6152,Normal,0.069,1,1.0624
TXN0005864,20,Female,Kaduna,Sterling,Current,12540.27,73385.06,3,0,Monday,Online,Yes,Yes,0,41.0,0,No,0.1709,No,9.4368,11.2035,RedFlag,0.0714,0,0.8423
TXN0005865,36,Female,Lagos,Stanbic,Savings,21175.75,49414.23,6,3,Tuesday,Transfer,Yes,No,0,82.0,2,No,0.4285,No,9.9607,10.808,RedFlag,0.0723,2,0.9216
TXN0005866,20,Female,Anambra,FirstBank,Savings,77103.44,76229.74,3,11,Thursday,Atm,Yes,Yes,1,31.0,2,No,1.0115,No,11.2529,11.2415,Normal,0.0938,3,1.001
TXN0005867,71,Female,Kaduna,Stanbic,Savings,19173.85,156139.21,4,15,Wednesday,Mobile,Yes,Yes,0,59.0,0,No,0.1228,No,9.8614,11.9585,Normal,0.0667,0,0.8246
TXN0005868,31,Male,Delta,Fidelity,Current,77103.44,32150.01,7,4,Friday,Online,No,No,0,51.0,1,No,2.3982,Yes,11.2529,10.3782,RedFlag,0.1346,1,1.0843
TXN0005869,57,Male,Bauchi,Zenith,Savings,34378.83,104603.21,3,17,Friday,Pos,Yes,Yes,0,79.0,0,Yes,0.3287,No,10.4452,11.5579,Normal,0.0375,0,0.9037
TXN0005870,72,Male,Oyo,Access,Domiciliary,3216.36,324256.05,2,17,Thursday,Transfer,No,No,0,23.0,0,No,0.0099,No,8.0763,12.6893,Normal,0.0833,0,0.6365
TXN0005871,21,Female,Enugu,Stanbic,Current,39736.74,197027.34,2,18,Wednesday,Online,Yes,Yes,0,35.0,0,Yes,0.2017,No,10.5901,12.1911,Normal,0.0556,0,0.8687
TXN0005872,69,Male,Rivers,FCMB,Savings,4397.13,193846.91,1,12,Monday,Pos,Yes,Yes,1,15.0,0,Yes,0.0227,No,8.3889,12.1748,Normal,0.0625,1,0.689
TXN0005873,28,Male,Kaduna,Access,Savings,18999.73,283289.84,4,0,Wednesday,Mobile,Yes,Yes,0,39.0,0,Yes,0.0671,No,9.8522,12.5542,RedFlag,0.1,0,0.7848
TXN0005874,48,Male,Kaduna,GTBank,Domiciliary,23749.11,76435.21,3,7,Wednesday,Mobile,Yes,Yes,0,39.0,0,No,0.3107,No,10.0753,11.2442,Normal,0.075,0,0.896
TXN0005875,60,Female,Rivers,FCMB,Savings,55694.0,213744.57,2,0,Saturday,Mobile,No,Yes,0,60.0,0,No,0.2606,No,10.9276,12.2725,RedFlag,0.0328,0,0.8904
TXN0005876,49,Female,Kaduna,Polaris,Savings,5906.49,9074.71,6,19,Saturday,Pos,Yes,No,0,35.0,0,No,0.6509,No,8.684,9.1134,Normal,0.1667,0,0.9529
TXN0005877,44,Male,Anambra,Polaris,Domiciliary,52175.17,8712.23,2,6,Thursday,Pos,Yes,Yes,0,40.0,0,No,5.9887,No,10.8624,9.0726,Normal,0.0488,0,1.1973
TXN0005878,47,Female,Oyo,Sterling,Savings,68140.25,60474.86,3,18,Sunday,Atm,No,Yes,0,31.0,1,Yes,1.1268,Yes,11.1293,11.01,Normal,0.0938,1,1.0108
TXN0005879,60,Male,Abuja,FCMB,Savings,2343.69,32881.5,1,2,Friday,Atm,Yes,No,0,38.0,1,No,0.0713,No,7.7599,10.4007,RedFlag,0.0256,1,0.7461
TXN0005880,19,Female,Bauchi,Zenith,Current,54132.64,109639.38,2,20,Tuesday,Mobile,Yes,No,0,31.0,0,No,0.4937,No,10.8992,11.605,Normal,0.0625,0,0.9392
TXN0005881,66,Male,Rivers,Polaris,Savings,7499.94,30354.6,1,17,Friday,Online,Yes,Yes,0,49.0,0,No,0.2471,No,8.9228,10.3207,Normal,0.02,0,0.8646
TXN0005882,26,Male,Rivers,GTBank,Savings,2111.75,456776.76,2,20,Wednesday,Online,Yes,Yes,0,73.0,0,Yes,0.0046,No,7.6557,13.032,Normal,0.027,0,0.5875
TXN0005883,45,Female,Enugu,GTBank,Current,77103.44,285677.22,1,17,Sunday,Mobile,Yes,Yes,0,16.0,1,No,0.2699,No,11.2529,12.5626,Normal,0.0588,1,0.8957
TXN0005884,48,Female,Delta,Fidelity,Current,12447.88,456776.76,2,23,Friday,Online,No,No,0,1.0,1,Yes,0.0273,Yes,9.4294,13.032,RedFlag,1.0,1,0.7236
TXN0005885,51,Male,Delta,Polaris,Savings,24386.66,247353.96,1,20,Thursday,Mobile,Yes,Yes,0,42.0,0,No,0.0986,No,10.1018,12.4186,Normal,0.0233,0,0.8134
TXN0005886,73,Female,Kaduna,Polaris,Savings,20122.82,452726.43,1,5,Saturday,Mobile,Yes,Yes,0,33.0,0,No,0.0444,No,9.9097,13.023,Normal,0.0294,0,0.7609
TXN0005887,32,Female,Rivers,Stanbic,Current,5993.96,68854.86,1,19,Saturday,Transfer,Yes,Yes,0,4.0,0,No,0.0871,No,8.6987,11.1398,Normal,0.2,0,0.7809
TXN0005888,65,Female,Kaduna,GTBank,Current,27683.69,103344.91,2,13,Tuesday,Pos,Yes,No,0,26.0,0,No,0.2679,No,10.2286,11.5458,Normal,0.0741,0,0.8859
TXN0005889,42,Female,Kano,GTBank,Current,1180.3,41124.84,1,6,Tuesday,Atm,Yes,No,0,35.0,0,Yes,0.0287,No,7.0744,10.6244,Normal,0.0278,0,0.6659
TXN0005890,53,Female,Enugu,FCMB,Current,5675.49,151510.31,4,10,Monday,Pos,Yes,No,0,1.0,0,No,0.0375,No,8.6441,11.9284,Normal,2.0,0,0.7247
TXN0005891,25,Female,Kaduna,FCMB,Current,72358.18,232838.39,3,20,Saturday,Mobile,No,Yes,0,9.0,0,No,0.3108,No,11.1894,12.3581,Normal,0.3,0,0.9054
TXN0005892,26,Female,Kano,Sterling,Domiciliary,76711.62,103595.2,3,4,Friday,Atm,Yes,Yes,0,42.0,0,No,0.7405,No,11.2478,11.5483,RedFlag,0.0698,0,0.974
TXN0005893,54,Male,Lagos,GTBank,Current,16476.14,52726.0,2,12,Saturday,Atm,Yes,Yes,0,14.0,0,No,0.3125,No,9.7097,10.8729,Normal,0.1333,0,0.893
TXN0005894,65,Male,Delta,Stanbic,Current,4630.3,106291.58,5,12,Saturday,Mobile,No,No,0,91.0,0,No,0.0436,No,8.4406,11.574,Normal,0.0543,0,0.7293
TXN0005895,62,Female,Oyo,Access,Savings,13688.11,9744.03,1,0,Friday,Online,No,No,1,48.0,0,No,1.4048,Yes,9.5244,9.1845,RedFlag,0.0204,1,1.037
TXN0005896,56,Female,Delta,Polaris,Current,52403.67,191545.76,1,1,Thursday,Online,Yes,No,0,51.0,0,No,0.2736,No,10.8668,12.1629,RedFlag,0.0192,0,0.8934
TXN0005897,49,Female,Abuja,Polaris,Current,1821.64,90114.46,3,17,Friday,Pos,Yes,No,1,23.0,1,No,0.0202,Yes,7.508,11.4088,Normal,0.125,2,0.6581
TXN0005898,69,Female,Enugu,FirstBank,Current,77103.44,342762.2,6,3,Thursday,Atm,Yes,Yes,0,51.0,0,No,0.2249,No,11.2529,12.7448,RedFlag,0.1154,0,0.8829
TXN0005899,34,Male,Enugu,Access,Current,56500.8,385080.89,5,13,Monday,Pos,Yes,Yes,0,23.0,0,No,0.1467,No,10.942,12.8612,Normal,0.2083,0,0.8508
TXN0005900,52,Female,Rivers,Zenith,Savings,13419.98,20116.27,4,4,Wednesday,Online,Yes,No,0,50.0,0,No,0.6671,No,9.5046,9.9093,RedFlag,0.0784,0,0.9592
TXN0005901,54,Female,Kaduna,FirstBank,Savings,2178.7,456776.76,7,15,Friday,Pos,Yes,Yes,0,60.0,1,No,0.0048,No,7.6869,13.032,Normal,0.1148,1,0.5898
TXN0005902,36,Female,Lagos,Zenith,Current,3747.59,456776.76,2,19,Wednesday,Mobile,Yes,Yes,0,32.0,0,No,0.0082,No,8.2291,13.032,Normal,0.0606,0,0.6315
TXN0005903,61,Male,Abuja,Stanbic,Savings,53521.9,147979.39,2,2,Monday,Mobile,Yes,No,0,33.0,0,No,0.3617,No,10.8879,11.9048,RedFlag,0.0588,0,0.9146
TXN0005904,46,Male,Kaduna,GTBank,Savings,16838.68,261829.61,2,19,Friday,Mobile,Yes,Yes,0,50.0,0,No,0.0643,No,9.7315,12.4755,Normal,0.0392,0,0.78
TXN0005905,24,Male,Abuja,Fidelity,Current,4448.11,2791.36,1,13,Friday,Transfer,Yes,No,0,1.0,0,No,1.5935,No,8.4005,7.9346,Normal,0.5,0,1.0587
TXN0005906,45,Male,Rivers,FirstBank,Domiciliary,56122.0,456776.76,5,4,Sunday,Transfer,Yes,Yes,0,61.0,0,No,0.1229,No,10.9353,13.032,RedFlag,0.0806,0,0.8391
TXN0005907,26,Female,Rivers,Zenith,Savings,46653.28,91407.49,3,11,Wednesday,Online,Yes,Yes,0,49.0,0,No,0.5104,No,10.7505,11.4231,Normal,0.06,0,0.9411
TXN0005908,45,Male,Delta,FCMB,Savings,582.31,360693.04,1,12,Sunday,Mobile,Yes,Yes,0,1.0,0,No,0.0016,No,6.3687,12.7958,Normal,0.5,0,0.4977
TXN0005909,23,Male,Bauchi,Stanbic,Savings,21746.52,72950.41,2,15,Monday,Mobile,No,No,0,39.0,0,No,0.2981,No,9.9873,11.1975,Normal,0.05,0,0.8919
TXN0005910,46,Male,Delta,Polaris,Current,7003.98,232800.26,1,15,Monday,Pos,Yes,Yes,0,21.0,0,No,0.0301,No,8.8544,12.3579,Normal,0.0455,0,0.7165
TXN0005911,34,Female,Enugu,Sterling,Current,19042.92,81178.77,3,18,Wednesday,Mobile,Yes,Yes,0,22.0,0,Yes,0.2346,No,9.8545,11.3044,Normal,0.1304,0,0.8717
TXN0005912,33,Female,Enugu,Access,Savings,8187.21,67578.77,1,21,Wednesday,Transfer,Yes,No,0,47.0,2,No,0.1212,No,9.0105,11.1211,Normal,0.0208,2,0.8102
TXN0005913,40,Female,Lagos,Stanbic,Savings,9490.41,439986.32,2,3,Friday,Pos,Yes,No,0,31.0,0,No,0.0216,No,9.1581,12.9945,RedFlag,0.0625,0,0.7048
TXN0005914,48,Male,Oyo,FirstBank,Savings,23023.32,180152.34,1,12,Saturday,Atm,Yes,No,0,5.0,1,No,0.1278,No,10.0443,12.1016,Normal,0.1667,1,0.83
TXN0005915,20,Male,Kano,FirstBank,Savings,19351.3,274963.26,3,17,Sunday,Pos,No,Yes,0,1.0,1,Yes,0.0704,No,9.8706,12.5244,Normal,1.5,1,0.7881
TXN0005916,38,Female,Kano,Fidelity,Savings,12571.12,117578.38,1,12,Monday,Online,Yes,Yes,1,56.0,0,Yes,0.1069,No,9.4392,11.6749,Normal,0.0175,1,0.8085
TXN0005917,43,Female,Kaduna,Fidelity,Savings,2845.12,375794.71,5,11,Saturday,Pos,Yes,No,0,51.0,0,No,0.0076,No,7.9537,12.8368,Normal,0.0962,0,0.6196
TXN0005918,53,Female,Rivers,Zenith,Savings,77103.44,202038.24,4,18,Tuesday,Mobile,Yes,Yes,0,1.0,0,Yes,0.3816,No,11.2529,12.2162,Normal,2.0,0,0.9211
TXN0005919,59,Female,Anambra,UBA,Current,4797.35,11235.63,1,16,Sunday,Atm,No,No,0,11.0,0,No,0.427,No,8.476,9.3269,Normal,0.0833,0,0.9088
TXN0005920,54,Male,Rivers,GTBank,Savings,25067.82,218424.35,4,9,Monday,Mobile,Yes,No,0,56.0,0,No,0.1148,No,10.1294,12.2942,Normal,0.0702,0,0.8239
TXN0005921,70,Female,Anambra,GTBank,Current,2159.24,2833.16,3,6,Friday,Pos,Yes,Yes,0,47.0,0,No,0.7621,No,7.678,7.9495,Normal,0.0625,0,0.9658
TXN0005922,39,Female,Rivers,FirstBank,Current,29143.88,264974.23,3,20,Wednesday,Mobile,No,Yes,0,75.0,2,Yes,0.11,No,10.28,12.4874,Normal,0.0395,2,0.8232
TXN0005923,59,Female,Kano,UBA,Current,2491.08,60489.99,2,13,Sunday,Pos,Yes,Yes,0,26.0,1,No,0.0412,No,7.8209,11.0102,Normal,0.0741,1,0.7103
TXN0005924,29,Male,Oyo,Sterling,Current,6518.16,136801.76,5,6,Friday,Mobile,Yes,Yes,0,79.0,1,No,0.0476,No,8.7825,11.8263,Normal,0.0625,1,0.7426
TXN0005925,59,Male,Oyo,Sterling,Current,26031.13,207570.83,1,20,Tuesday,Atm,No,Yes,0,30.0,0,No,0.1254,No,10.1671,12.2432,Normal,0.0323,0,0.8304
TXN0005926,30,Male,Delta,UBA,Domiciliary,8314.73,151988.39,2,0,Sunday,Pos,Yes,No,0,30.0,0,No,0.0547,No,9.0259,11.9316,RedFlag,0.0645,0,0.7565
TXN0005927,28,Male,Delta,Stanbic,Current,19027.67,167380.66,1,13,Monday,Online,Yes,Yes,0,49.0,1,No,0.1137,No,9.8537,12.028,Normal,0.02,1,0.8192
TXN0005928,71,Female,Lagos,Access,Current,3324.16,334771.11,4,2,Saturday,Mobile,No,Yes,0,1.0,2,No,0.0099,No,8.1093,12.7212,RedFlag,2.0,2,0.6375
TXN0005929,33,Female,Anambra,Stanbic,Current,5653.72,70254.02,2,8,Tuesday,Mobile,Yes,Yes,0,24.0,0,No,0.0805,No,8.6402,11.1599,Normal,0.08,0,0.7742
TXN0005930,25,Male,Anambra,UBA,Domiciliary,33085.42,118827.54,1,10,Saturday,Mobile,Yes,Yes,0,93.0,0,No,0.2784,No,10.4069,11.6854,Normal,0.0106,0,0.8906
TXN0005931,57,Female,Anambra,Polaris,Savings,894.28,28842.82,3,22,Saturday,Pos,Yes,No,0,46.0,0,No,0.031,No,6.7971,10.2697,RedFlag,0.0638,0,0.6619
TXN0005932,74,Male,Delta,Access,Savings,2963.96,94537.99,5,14,Saturday,Mobile,Yes,Yes,0,37.0,0,Yes,0.0314,No,7.9946,11.4568,Normal,0.1316,0,0.6978
TXN0005933,57,Female,Rivers,FirstBank,Savings,6050.39,24384.26,3,22,Monday,Mobile,No,Yes,0,1.0,2,No,0.2481,No,8.708,10.1017,RedFlag,1.5,2,0.862
TXN0005934,62,Female,Bauchi,Sterling,Current,509.93,150598.53,1,4,Friday,Mobile,Yes,Yes,0,64.0,1,No,0.0034,No,6.2362,11.9224,RedFlag,0.0154,1,0.5231
TXN0005935,19,Female,Delta,Stanbic,Current,2505.97,58790.12,2,18,Tuesday,Transfer,Yes,Yes,0,23.0,1,No,0.0426,No,7.8268,10.9817,Normal,0.0833,1,0.7127
TXN0005936,47,Male,Kano,Fidelity,Current,8260.96,293864.71,3,3,Friday,Mobile,Yes,Yes,0,53.0,1,Yes,0.0281,No,9.0194,12.5909,RedFlag,0.0556,1,0.7163
TXN0005937,47,Male,Enugu,FCMB,Current,2438.05,63142.63,1,19,Friday,Transfer,Yes,Yes,0,34.0,0,No,0.0386,No,7.7994,11.0532,Normal,0.0286,0,0.7056
TXN0005938,29,Male,Kaduna,Access,Current,50270.18,50706.14,7,12,Friday,Atm,Yes,Yes,0,47.0,0,Yes,0.9914,No,10.8252,10.8338,Normal,0.1458,0,0.9992
TXN0005939,27,Male,Bauchi,UBA,Savings,1708.95,101375.91,1,5,Sunday,Atm,No,No,0,15.0,0,No,0.0169,No,7.4442,11.5266,Normal,0.0625,0,0.6458
TXN0005940,61,Female,Rivers,Sterling,Current,49329.1,28915.56,1,21,Saturday,Mobile,No,Yes,0,1.0,0,No,1.706,No,10.8063,10.2722,Normal,0.5,0,1.052
TXN0005941,28,Female,Rivers,Polaris,Current,43270.38,34186.88,1,6,Tuesday,Transfer,Yes,No,0,32.0,0,No,1.2657,No,10.6752,10.4396,Normal,0.0303,0,1.0226
TXN0005942,32,Male,Kaduna,FirstBank,Current,2655.18,229279.7,1,15,Monday,Mobile,Yes,No,0,46.0,0,Yes,0.0116,No,7.8846,12.3427,Normal,0.0213,0,0.6388
TXN0005943,33,Female,Anambra,FirstBank,Current,637.85,103142.0,4,7,Friday,Transfer,Yes,No,0,48.0,1,No,0.0062,No,6.4597,11.5439,Normal,0.0816,1,0.5596
TXN0005944,34,Male,Kano,UBA,Savings,1282.12,34665.39,5,23,Friday,Pos,Yes,Yes,0,54.0,0,No,0.037,No,7.157,10.4535,RedFlag,0.0909,0,0.6847
TXN0005945,43,Female,Anambra,FCMB,Savings,22313.02,4804.55,1,8,Sunday,Transfer,Yes,Yes,1,66.0,2,Yes,4.6441,Yes,10.013,8.4775,Normal,0.0149,3,1.1811
TXN0005946,19,Female,Anambra,Stanbic,Current,27743.37,94238.09,1,8,Wednesday,Mobile,Yes,Yes,0,26.0,0,Yes,0.2944,No,10.2308,11.4536,Normal,0.037,0,0.8932
TXN0005947,67,Female,Enugu,UBA,Current,24232.62,203586.16,1,18,Saturday,Mobile,Yes,Yes,0,83.0,1,No,0.119,No,10.0955,12.2238,Normal,0.0119,1,0.8259
TXN0005948,29,Female,Enugu,Zenith,Domiciliary,19493.61,64892.32,2,22,Saturday,Mobile,Yes,No,0,8.0,0,No,0.3004,No,9.8779,11.0805,RedFlag,0.2222,0,0.8915
TXN0005949,68,Female,Oyo,FCMB,Savings,4799.73,42745.72,3,18,Sunday,Online,No,Yes,0,74.0,1,No,0.1123,No,8.4765,10.663,Normal,0.04,1,0.7949
TXN0005950,43,Female,Abuja,Sterling,Current,45964.03,75721.45,5,20,Wednesday,Pos,No,Yes,0,34.0,1,No,0.607,No,10.7356,11.2348,Normal,0.1429,1,0.9556
TXN0005951,46,Female,Abuja,FCMB,Current,9920.87,456776.76,3,10,Sunday,Atm,Yes,Yes,0,22.0,0,No,0.0217,No,9.2025,13.032,Normal,0.1304,0,0.7061
TXN0005952,35,Female,Delta,UBA,Domiciliary,77103.44,82529.1,2,15,Tuesday,Pos,Yes,No,0,38.0,0,Yes,0.9343,Yes,11.2529,11.3209,Normal,0.0513,0,0.994
TXN0005953,49,Female,Anambra,Zenith,Savings,12147.55,45092.42,2,8,Saturday,Mobile,No,No,0,41.0,1,No,0.2694,No,9.405,10.7165,Normal,0.0476,1,0.8776
TXN0005954,66,Female,Kaduna,Stanbic,Savings,7629.35,126331.51,3,14,Saturday,Online,No,Yes,0,43.0,1,No,0.0604,No,8.9399,11.7467,Normal,0.0682,1,0.7611
TXN0005955,55,Male,Anambra,Polaris,Savings,56167.13,249698.0,3,10,Thursday,Mobile,No,Yes,0,47.0,0,No,0.2249,No,10.9361,12.428,Normal,0.0625,0,0.88
TXN0005956,74,Male,Kano,UBA,Current,20949.36,3387.82,2,7,Friday,Atm,Yes,No,0,28.0,0,No,6.1837,No,9.9499,8.1282,Normal,0.069,0,1.2241
TXN0005957,64,Female,Lagos,Stanbic,Savings,31989.91,122501.32,3,2,Tuesday,Mobile,Yes,No,0,37.0,0,Yes,0.2611,No,10.3732,11.7159,RedFlag,0.0789,0,0.8854
TXN0005958,20,Female,Kaduna,Zenith,Savings,13123.06,271469.34,2,13,Monday,Pos,Yes,No,0,43.0,1,No,0.0483,No,9.4822,12.5116,Normal,0.0455,1,0.7579
TXN0005959,55,Male,Abuja,UBA,Current,54490.5,36429.97,1,5,Saturday,Pos,Yes,Yes,0,36.0,0,No,1.4958,No,10.9058,10.5032,Normal,0.027,0,1.0383
TXN0005960,20,Female,Bauchi,Access,Current,62442.26,382048.55,3,4,Saturday,Online,Yes,Yes,0,50.0,0,No,0.1634,No,11.042,12.8533,RedFlag,0.0588,0,0.8591
TXN0005961,47,Female,Oyo,UBA,Savings,14351.63,129304.34,1,10,Tuesday,Pos,Yes,Yes,0,2.0,0,No,0.111,No,9.5717,11.7699,Normal,0.3333,0,0.8132
TXN0005962,18,Male,Oyo,Sterling,Savings,6884.74,109075.86,3,9,Friday,Transfer,Yes,No,1,57.0,1,No,0.0631,No,8.8372,11.5998,Normal,0.0517,2,0.7618
TXN0005963,47,Male,Delta,Zenith,Savings,26079.77,456776.76,3,19,Sunday,Online,Yes,Yes,0,54.0,1,No,0.0571,No,10.169,13.032,Normal,0.0545,1,0.7803
TXN0005964,62,Female,Anambra,GTBank,Savings,77103.44,20829.27,5,10,Monday,Mobile,No,Yes,0,6.0,0,No,3.7017,No,11.2529,9.9442,Normal,0.7143,0,1.1316
TXN0005965,49,Male,Kaduna,Stanbic,Current,24351.07,202142.51,2,5,Saturday,Pos,Yes,No,0,17.0,0,No,0.1205,No,10.1004,12.2167,Normal,0.1111,0,0.8268
TXN0005966,45,Female,Kano,Polaris,Current,77099.03,256033.87,1,7,Wednesday,Mobile,Yes,No,0,17.0,0,No,0.3011,No,11.2529,12.4531,Normal,0.0556,0,0.9036
TXN0005967,38,Female,Bauchi,Fidelity,Current,10532.54,100577.73,4,23,Friday,Online,No,No,0,66.0,0,Yes,0.1047,Yes,9.2623,11.5187,RedFlag,0.0597,0,0.8041
TXN0005968,63,Male,Delta,Zenith,Current,61650.87,974.51,3,13,Wednesday,Pos,Yes,No,0,65.0,0,No,63.2635,No,11.0293,6.883,Normal,0.0455,0,1.6024
TXN0005969,30,Male,Rivers,Polaris,Current,2985.55,111456.69,6,12,Friday,Online,Yes,Yes,0,31.0,0,Yes,0.0268,No,8.0019,11.6214,Normal,0.1875,0,0.6885
TXN0005970,44,Male,Delta,Fidelity,Savings,11111.69,24998.88,1,2,Sunday,Atm,Yes,No,0,76.0,0,No,0.4445,No,9.3158,10.1266,RedFlag,0.013,0,0.9199
TXN0005971,53,Male,Rivers,GTBank,Current,17053.76,124025.97,1,5,Saturday,Mobile,Yes,Yes,0,47.0,0,No,0.1375,No,9.7442,11.7283,Normal,0.0208,0,0.8308
TXN0005972,24,Male,Abuja,FCMB,Savings,26468.71,201266.21,1,16,Monday,Online,No,Yes,0,10.0,0,No,0.1315,No,10.1838,12.2124,Normal,0.0909,0,0.8339
TXN0005973,39,Female,Kano,FCMB,Current,8708.43,113595.72,6,0,Friday,Atm,Yes,Yes,1,29.0,1,No,0.0767,No,9.0722,11.6404,RedFlag,0.2,2,0.7794
TXN0005974,27,Male,Rivers,FCMB,Savings,64504.39,149463.33,3,10,Friday,Atm,Yes,No,0,28.0,0,No,0.4316,No,11.0745,11.9148,Normal,0.1034,0,0.9295
TXN0005975,56,Female,Enugu,Fidelity,Current,58454.32,16463.11,1,0,Sunday,Atm,Yes,Yes,0,52.0,0,No,3.5506,No,10.976,9.7089,RedFlag,0.0189,0,1.1305
TXN0005976,70,Female,Kano,Fidelity,Current,40153.16,15312.5,1,13,Tuesday,Pos,Yes,Yes,0,50.0,1,No,2.6222,No,10.6005,9.6365,Normal,0.0196,1,1.1
TXN0005977,32,Female,Anambra,UBA,Savings,3036.19,285511.72,4,8,Thursday,Mobile,No,Yes,0,46.0,1,Yes,0.0106,No,8.0187,12.562,Normal,0.0851,1,0.6383
TXN0005978,32,Male,Anambra,Polaris,Domiciliary,2038.14,7588.22,1,9,Tuesday,Atm,Yes,Yes,0,20.0,0,No,0.2686,No,7.6203,8.9345,Normal,0.0476,0,0.8529
TXN0005979,21,Female,Delta,FCMB,Savings,17235.43,50174.12,3,11,Thursday,Online,No,Yes,0,40.0,0,No,0.3435,No,9.7548,10.8233,Normal,0.0732,0,0.9013
TXN0005980,49,Female,Abuja,Sterling,Savings,36240.84,416360.84,2,20,Thursday,Atm,Yes,No,0,3.0,0,No,0.087,No,10.498,12.9393,Normal,0.5,0,0.8113
TXN0005981,40,Male,Rivers,Sterling,Savings,3287.93,92113.56,6,22,Saturday,Pos,Yes,Yes,0,68.0,0,No,0.0357,No,8.0983,11.4308,RedFlag,0.087,0,0.7085
TXN0005982,72,Female,Anambra,Access,Savings,25641.31,168376.7,2,3,Monday,Transfer,No,Yes,0,16.0,0,No,0.1523,No,10.152,12.034,RedFlag,0.1176,0,0.8436
TXN0005983,23,Male,Lagos,Access,Current,18761.75,37594.63,2,17,Friday,Atm,Yes,Yes,1,4.0,0,Yes,0.4991,No,9.8396,10.5346,Normal,0.4,1,0.934
TXN0005984,41,Male,Lagos,Stanbic,Domiciliary,32364.71,47312.04,4,10,Wednesday,Online,Yes,Yes,0,37.0,1,No,0.6841,No,10.3849,10.7645,Normal,0.1053,1,0.9647
TXN0005985,37,Female,Rivers,Access,Savings,14289.85,106696.84,5,21,Friday,Pos,Yes,No,0,1.0,1,No,0.1339,No,9.5674,11.5778,Normal,2.5,1,0.8264
TXN0005986,54,Male,Abuja,UBA,Current,29546.85,152458.12,3,15,Thursday,Atm,Yes,No,0,30.0,0,No,0.1938,No,10.2938,11.9347,Normal,0.0968,0,0.8625
TXN0005987,37,Female,Lagos,FCMB,Savings,4347.19,456776.76,1,17,Thursday,Transfer,Yes,Yes,0,39.0,0,Yes,0.0095,No,8.3775,13.032,Normal,0.025,0,0.6428
TXN0005988,29,Male,Anambra,FirstBank,Savings,6038.87,128145.34,4,6,Saturday,Mobile,Yes,No,0,52.0,1,Yes,0.0471,No,8.7061,11.7609,Normal,0.0755,1,0.7403
TXN0005989,50,Female,Abuja,Access,Savings,58412.36,15133.76,1,19,Monday,Transfer,Yes,No,1,17.0,0,No,3.8597,Yes,10.9753,9.6247,Normal,0.0556,1,1.1403
TXN0005990,45,Male,Rivers,UBA,Current,9988.63,68573.61,1,3,Tuesday,Online,Yes,Yes,0,14.0,0,No,0.1457,No,9.2093,11.1357,RedFlag,0.0667,0,0.827
TXN0005991,25,Male,Kano,Sterling,Savings,77103.44,41990.34,2,1,Thursday,Atm,Yes,Yes,1,1.0,1,No,1.8362,No,11.2529,10.6452,RedFlag,1.0,2,1.0571
TXN0005992,18,Female,Abuja,FirstBank,Savings,1182.65,44035.15,3,8,Thursday,Atm,No,Yes,0,40.0,1,No,0.0269,No,7.0764,10.6928,Normal,0.0732,1,0.6618
TXN0005993,54,Female,Anambra,Polaris,Savings,17123.32,105597.08,5,11,Tuesday,Mobile,Yes,Yes,0,27.0,0,No,0.1622,No,9.7483,11.5674,Normal,0.1786,0,0.8427
TXN0005994,39,Male,Kano,GTBank,Current,9825.59,57115.82,1,18,Wednesday,Pos,Yes,Yes,0,1.0,3,No,0.172,No,9.1928,10.9529,Normal,0.5,3,0.8393
TXN0005995,23,Male,Bauchi,FirstBank,Current,77103.44,51227.61,3,21,Tuesday,Mobile,Yes,Yes,0,12.0,1,No,1.5051,No,11.2529,10.8441,Normal,0.2308,1,1.0377
TXN0005996,38,Male,Delta,UBA,Current,77103.44,456776.76,5,8,Tuesday,Transfer,Yes,Yes,0,38.0,1,No,0.1688,No,11.2529,13.032,Normal,0.1282,1,0.8635
TXN0005997,49,Male,Oyo,Zenith,Savings,6704.94,131545.59,2,23,Sunday,Pos,Yes,Yes,0,9.0,1,No,0.051,No,8.8107,11.7871,RedFlag,0.2,1,0.7475
TXN0005998,52,Female,Bauchi,Sterling,Savings,7774.0,45526.77,4,22,Tuesday,Online,Yes,No,1,57.0,0,No,0.1708,No,8.9587,10.7261,RedFlag,0.069,1,0.8352
TXN0005999,32,Male,Kano,Stanbic,Current,34624.6,48417.53,4,9,Thursday,Transfer,No,Yes,0,1.0,0,Yes,0.7151,No,10.4523,10.7876,Normal,2.0,0,0.9689
TXN0006000,22,Female,Oyo,GTBank,Current,55107.99,249923.55,1,8,Wednesday,Mobile,Yes,No,0,20.0,1,No,0.2205,No,10.9171,12.4289,Normal,0.0476,1,0.8784
TXN0006001,73,Male,Delta,Fidelity,Current,27243.57,326360.92,4,4,Monday,Mobile,Yes,Yes,1,40.0,1,No,0.0835,No,10.2126,12.6958,RedFlag,0.0976,2,0.8044
