TransactionID,Age,Gender,State,Bank,AccountType,TransactionAmount,AccountBalance,NumTransactionsDay,TransactionHour,TransactionDay,Channel,LocationMatch,DeviceKnown,PrevFraudFlag,AccountAgeMonths,FailedAttempts,InternationalTransaction,AmountToBalanceRatio,IsFraud
TXN0006094,38.0,M,Delta,GTBank,savings,5364.52,103660.73,7,21,Wednesday,POS,no,Yes,0,34,0,No,0.0518,CLEAN
TXN0006095,29.0,male,Delta,FCMB,Current,51488.33,475242.38,6,20,Sunday,POS,N,Yes,0,32,1,0,0.1083,False
TXN0006096,67.0,m,Kano,FirstBank,Savings,30282.24,133455.01,3,13,Wednesday,pos,0,Yes,0,50,0,no,0.2269,Clean
TXN0006097,21.0,MALE,Anambra,FCMB,Current,8938.69,162699.17,1,20,Monday,Online,Yes,Yes,0,41,0,No,0.0549,Clean
TXN0006098,71.0,Female,Anambra,Fidelity,DOM,7138.33,295817.01,3,4,Tuesday,POS,Yes,yes,0,88,0,No,0.0241,false
TXN0006099,66.0,FEMALE,Lagos,Sterling,Savings,35089.6,296594.12,1,16,Tuesday,Mobile,yes,Yes,1,54,0,No,0.1183,Clean
TXN0006100,59.0,MALE,Delta,Sterling,Current,33071.15,4286.37,1,23,Monday,Online,0,Yes,0,1,0,No,7.7136,NO
TXN0006101,37.0,m,Enugu,Access,Savings,4028.64,49964.87,4,1,Sunday,Online,Y,Yes,0,1,0,No,0.0806,0
TXN0006102,55.0,M,Abuja,FirstBank,Savings,10738.36,42417.74,1,21,Tuesday,POS,no,No,0,12,0,No,0.2532,No
TXN0006103,42.0,female,Abuja,Access,Current,6105.26,1000.06,2,6,Sunday,ATM,Yes,Yes,0,29,0,yes,6.0988,false
TXN0006104,31.0,F,Abuja,UBA,current,8708.61,"NGN314,070.69",4,9,Friday,Mobile,No,Yes,0,46,3,No,0.0277,0
TXN0006105,28.0,Female,Oyo,Zenith,Domiciliary,8476.63,57219.83,3,9,Tuesday,Online,1,No,0,86,0,No,0.1481,NO
TXN0006106,49.0,f,Enugu,Fidelity,Current,93267.24,63915.87,4,19,Tuesday,POS,Yes,Yes,0,17,0,No,1.4592,false
TXN0006107,28.0,Male,Rivers,FirstBank,SAV,34678.51,15741.16,6,7,Wednesday,atm,yes,yes,0,19,0,no,2.2029,0
TXN0006108,35.0,Male,Rivers,GTBank,Savings,37859.11,686652.06,1,0,Monday,POS,Yes,Yes,0,2.0 years,1,yes,0.0551,false
TXN0006109,44.0,FEMALE,Bauchi,Access,savings,8123.29,262521.65,3,15,Thursday,POS,yes,no,0,38,0,no,0.0309,False
TXN0006110,72.0,Male,Delta,Sterling,Current,NGN100.00,127246570.0,6,8,Saturday,Mobile,Yes,Yes,0,36,0,No,0.0008,NO
TXN0006111,71.0,FEMALE,Bauchi,FCMB,current,1497.92,221715.64,1,15,Sunday,POS,Yes,No,0,35,1,No,0.0068,No
TXN0006112,35.0,female,Enugu,GTBank,savings,20129.9,225163.62,2,19,Sunday,Mobile,Yes,Unknown,0,73 months,0,No,0.0894,CLEAN
TXN0006113,73.0,Male,Delta,UBA,SAV,8403.65,160386.26,4,14,Sunday,ATM,Yes,No,0,15,0,no,0.0524,no
TXN0006114,40.0,M,Rivers,Zenith,Savings,5359.38,28676110.0,1,8,Wednesday,Mobile,Yes,Yes,0,23,0,no,0.1869,NO
TXN0006115,28.0,female,Anambra,FirstBank,Domiciliary,1272.88,191113.62,3,11,Friday,Online,No,Yes,0,1,0,No,0.0067,False
TXN0006116,38yrs,F,Delta,FirstBank,Domiciliary,52163.01,126462.11,2,1,Tuesday,POS,yes,Yes,0,1,0,No,0.4125,0
TXN0006117,61.0,m,Kano,Stanbic,Domiciliary,22915.23,193142.25,1,9,Wednesday,MOBILE,1,Yes,0,31,0,No,0.1186,False
TXN0006118,22.0,FEMALE,Kano,Stanbic,Current,2839.67,117609.61,5,23,Thursday,ATM,No,Yes,0,1,0,No,0.0241,CLEAN
TXN0006119,40.0,Female,Enugu,Access,Savings,36354.06,469688.35,4,20,Friday,POS,FALSE,Yes,0,26,0,Yes,0.0774,False
TXN0006120,58.0,Male,Bauchi,FirstBank,Savings,35246.81,147936.76,4,22,Tuesday,Mobile,Yes,yes,0,9,1,No,0.2383,no
TXN0006121,42.0,m,Rivers,UBA,Savings,8541.27,127884.91,4,15,Tuesday,Transfer,Yes,Yes,0,40,0,No,0.0668,No
TXN0006122,58.0,F,Rivers,GTBank,current,5219.52,277524.22,2,4,Sunday,Mobile,Yes,Yes,0,30,2,1,0.0188,false
TXN0006123,71.0,Male,Lagos,GTBank,current,42047.78,71520.78,3,12,Thursday,Online,Yes,Yes,0,11,1,No,0.5879,False
TXN0006124,27.0,MALE,Lagos,GTBank,Savings,9995.7,56924.36,1,21,Saturday,ATM,Yes,0,0,68,1,No,0.1756,Clean
TXN0006125,39.0,FEMALE,Kano,Polaris,CUR,47002.98,104925.75,4,6,Sunday,ATM,Yes,Yes,0,1,0,No,0.448,No
TXN0006126,36.0,male,Enugu,Zenith,Savings,1115.83,131729.17,1,8,Thursday,ATM,Yes,Unknown,1,10,0,yes,0.0085,CLEAN
TXN0006127,-18,M,Bauchi,FCMB,Current,17293.15,37361.95,2,21,Thursday,ATM,Yes,Yes,0,1,0,No,0.4628,CLEAN
TXN0006128,24.0,male,Rivers,Stanbic,Savings,4948.94,171988.43,1,16,Friday,POS,No,No,0,10,2,1,0.0288,No
TXN0006129,21.0,female,Abuja,Access,current,27871.96,243207.37,3,16,Saturday,Mobile,No,Yes,0,48,0,1,0.1146,0
TXN0006130,18.0,FEMALE,Kaduna,FCMB,Domiciliary,147076.57,129170.92,2,16,Sunday,Transfer,yes,No,0,68,0,1,1.1386,False
TXN0006131,32.0,f,Kaduna,FCMB,Current,13297.45,111024.36,3,4,Friday,Mobile,Yes,Yes,0,52,0,No,0.1198,no
TXN0006132,57.0,F,Bauchi,UBA,Domiciliary,2642.64,52357.52,1,5,Wednesday,ATM,No,Yes,0,16,0,No,0.0505,0
TXN0006133,29.0,female,Rivers,UBA,Savings,"₦9,556.16",360498.49,1,5,Thursday,Online,no,Yes,1,15,0,yes,0.0265,false
TXN0006134,39.0,f,Anambra,UBA,Current,55526.63,210668.59,3,8,Tuesday,Mobile,yes,Yes,0,20,0,1,0.2636,CLEAN
TXN0006135,39.0,Male,Kano,GTBank,Current,36285.34,98171.74,2,9,Monday,POS,No,Yes,0,75,0,No,0.3696,CLEAN
TXN0006136,67.0,Male,Abuja,FirstBank,Savings,6606.03,161427.96,8,16,Tuesday,ATM,yes,No,1,28,0,No,0.0409,0
TXN0006137,64.0,FEMALE,Bauchi,Fidelity,current,76760.71,61619.75,4,2,Thursday,ATM,Yes,No,0,1,0,No,1.2457,Clean
TXN0006138,34.0,Male,Kaduna,UBA,Domiciliary,24333.96,9252.18,3,19,Tuesday,Mobile,Yes,Yes,0,50,0,No,2.6298,0
TXN0006139,46.0,Male,Anambra,Polaris,Savings,4599.56,34209.77,5,8,Wednesday,Transfer,Yes,Unknown,0,56,0,1,0.1344,false
TXN0006140,63.0,Male,Delta,Zenith,Savings,21234.63,12423.81,5,0,Thursday,ATM,Yes,Yes,0,38,1,No,1.7091,NO
TXN0006141,31.0,Female,Bauchi,FCMB,Savings,15004.03,106445.06,3,23,Sunday,ATM,Yes,No,0,42,1,No,0.141,no
TXN0006142,67.0,Female,Lagos,Sterling,Savings,42828.01,145954.42,9,18,Friday,POS,Yes,Yes,0,75,0,No,0.2934,0
TXN0006143,37.0,Female,Lagos,Polaris,Current,10545.96,71813.38,5,13,Sunday,POS,Yes,no,0,15,0,No,0.1469,Clean
TXN0006144,67.0,f,Oyo,Sterling,Savings,51981.7,113302.62,1,7,Monday,WEB,Yes,yes,0,37,0,yes,0.4588,CLEAN
TXN0006145,65.0,female,Bauchi,FCMB,Domiciliary,41778.9,13395.99,2,17,Thursday,Mobile,Yes,Yes,0,40,0,no,3.1185,NO
TXN0006146,50.0,female,Enugu,Access,Current,28067.77,220424.28,1,5,Tuesday,Transfer,Yes,Yes,0,55,1,no,0.1273,False
TXN0006147,72.0,Male,Enugu,UBA,Savings,7480.62,4999.71,1,1,Saturday,POS,yes,No,0,37,100,no,1.4959,False
TXN0006148,60.0,female,Abuja,Access,CUR,87940.11,150942.81,8,6,Tuesday,pos,Yes,Yes,0,45,0,No,0.5826,false
TXN0006149,32.0,female,Kano,Polaris,Savings,19888.73,85201.1,5,5,Thursday,Online,0,No,0,34,0,1,0.2334,Clean
TXN0006150,29.0,male,Rivers,Access,Current,59517.44,30465.07,1,10,Saturday,POS,Yes,no,1,57,0,No,1.9536,1
TXN0006151,57.0,Female,Abuja,Polaris,Current,6075.05,"₦111,053.39",2,22,Friday,Transfer,No,No,0,40,0,1,0.0547,CLEAN
TXN0006152,71.0,M,Delta,Fidelity,Savings,102426.16,"NGN227,767.08",2,9,Friday,atm,No,Yes,0,51,0,No,0.4497,NO
TXN0006153,37.0,MALE,Bauchi,Sterling,Savings,42328.54,80043.12,8,21,Thursday,POS,Yes,yes,0,17,3,no,0.5288,Clean
TXN0006154,47.0,male,Oyo,Fidelity,Savings,74509.71,68760.84,1,10,Tuesday,Transfer,no,no,0,33,0,1,1.0836,True
TXN0006155,55.0,female,Enugu,FCMB,current,5968.04,23053.19,1,7,Sunday,Mobile,TRUE,Yes,0,20,0,No,0.2589,0
TXN0006156,20.0,F,Bauchi,UBA,savings,14081.85,135423.27,1,12,Tuesday,Online,Yes,no,0,35,0,No,0.104,CLEAN
TXN0006157,45.0,M,Oyo,GTBank,Domiciliary,2568.37,264051.08,1,5,Friday,POS,Yes,yes,0,35,0,1,0.0097,No
TXN0006158,73.0,female,Kaduna,FCMB,Current,3682.63,123605.13,3,9,Sunday,Online,Yes,Yes,0,36,3,No,0.0298,False
TXN0006159,43.0,Male,Rivers,Stanbic,Current,"NGN8,350.43",27064.26,4,17,Saturday,atm,yes,Yes,0,24,1,no,0.3085,false
TXN0006160,47.0,male,Anambra,Polaris,Savings,75719.64,162364.12,1,14,Tuesday,Mobile,Yes,1,0,1,0,1,0.4664,False
TXN0006161,30.0,f,Lagos,GTBank,Savings,"NGN27,504.71",4590.81,2,4,Monday,Transfer,No,Yes,0,71,0,no,5.9899,YES
TXN0006162,30.0,female,Lagos,Stanbic,Savings,9445.0,273073.8,1,10,Monday,Mobile,Yes,no,0,67,0,No,0.0346,No
TXN0006163,19.0,Female,Oyo,Fidelity,Current,77291.39,381689.29,1,20,Monday,Transfer,Yes,No,0,51,2,No,0.2025,No
TXN0006164,54.0,Female,Delta,Stanbic,Savings,"NGN33,651.03",136336.39,3,3,Monday,POS,Yes,Unknown,0,1,0,No,0.2468,No
TXN0006165,66.0,male,Bauchi,UBA,Savings,59373.25,320281.2,4,12,Sunday,ATM,yes,Yes,0,14,0,No,0.1854,NO
TXN0006166,55.0,FEMALE,Abuja,Access,Savings,65508.12,13243.65,1,14,Wednesday,Online,No,Yes,0,48,0,No,4.946,no
TXN0006167,19.0,F,Kano,Zenith,Current,34734.45,38882.56,1,1,Monday,Transfer,Yes,Yes,0,35,0,No,0.8933,False
TXN0006168,53.0,F,Anambra,FCMB,Current,6964.21,57246.31,2,6,Wednesday,ATM,1,Unknown,0,9,0,No,0.1217,Clean
TXN0006169,71.0,Male,Oyo,FirstBank,Savings,142018.42,222530.99,2,5,Tuesday,Online,Yes,No,0,30,2,No,0.6382,False
TXN0006170,43.0,female,Kano,Sterling,Savings,9829.43,99317.02,2,18,Sunday,POS,Yes,Yes,0,1,0,no,0.099,false
TXN0006171,28.0,female,Kaduna,Access,Savings,27846.12,64236.57,1,14,Saturday,MOBILE,Yes,Yes,0,33,2,No,0.4335,CLEAN
TXN0006172,25.0,f,Kaduna,Polaris,Savings,46577.9,25808.71,5,22,Friday,Transfer,No,Unknown,0,63,0,yes,1.8047,Fraud
TXN0006173,61.0,Female,Oyo,Zenith,Savings,4813.87,249618.17,2,23,Saturday,ATM,Yes,Yes,0,1,0,No,0.0193,False
TXN0006174,57.0,female,Oyo,GTBank,Savings,23478.86,3110.54,8,13,Monday,Mobile,No,yes,0,1,1,No,7.5457,False
TXN0006175,60.0,M,Kaduna,Polaris,Domiciliary,11757.0,61708.25,4,15,Monday,Transfer,Yes,Yes,0,44,0,No,0.1905,CLEAN
TXN0006176,39.0,F,Abuja,FCMB,Current,7002.41,41714.35,3,19,Monday,Mobile,Yes,No,1,23,0,no,0.1679,No
TXN0006177,37.0,MALE,Kaduna,Polaris,Savings,296.04,20718.78,1,23,Sunday,online,Yes,Yes,0,55,0,yes,0.0143,no
TXN0006178,25.0,Female,Abuja,GTBank,Savings,51388.06,28318.84,1,21,Saturday,Mobile,Yes,Yes,0,5,1,No,1.8146,No
TXN0006179,46.0,Female,Kano,Sterling,Savings,3651.14,102122.64,4,20,Wednesday,atm,Yes,no,0,67,1,No,0.0358,False
TXN0006180,57.0,female,Abuja,Sterling,Savings,52617.38,83283.65,2,23,Monday,ATM,Yes,Yes,0,17,1,No,0.6318,NO
TXN0006181,43.0,F,Lagos,UBA,S,22950.47,109586.62,1,21,Wednesday,Mobile,Yes,Yes,0,34,2,1,0.2094,False
TXN0006182,47.0,Male,Lagos,Polaris,current,24259.14,195083.77,6,9,Monday,WEB,Yes,Yes,0,62,0,No,0.1244,false
TXN0006183,34.0,M,Bauchi,FirstBank,Savings,44101.44,,3,23,Saturday,Online,Yes,Yes,0,38,0,no,0.1319,False
TXN0006184,37.0,F,Rivers,UBA,Current,17805.25,18913.09,4,5,Friday,ATM,Yes,Yes,0,30,0,no,0.9414,no
TXN0006185,69.0,m,Oyo,FirstBank,Savings,11051.33,12944.49,2,14,Monday,Online,No,No,0,67,0,No,0.8537,CLEAN
TXN0006186,72.0,Male,Delta,Access,Savings,3735.91,57927.63,5,3,Wednesday,Mobile,Yes,yes,0,2.2 years,2,No,0.0645,no
TXN0006187,33.0,MALE,Enugu,UBA,Domiciliary,"₦21,123.41",118548.24,1,1,Friday,Online,Yes,yes,0,53,2,No,0.1782,Clean
TXN0006188,63.0,Male,Abuja,Stanbic,Savings,20139.26,15785.3,5,18,Tuesday,POS,1,yes,0,63,1,Yes,1.2757,no
TXN0006189,60 years,Female,Delta,Polaris,Current,8699.84,188802.25,2,6,Tuesday,Mobile,Yes,yes,0,13,1,Yes,0.0461,Clean
TXN0006190,24.0,Female,Bauchi,Sterling,Current,22910.83,121821.44,6,10,Friday,POS,Yes,Yes,0,18,2,No,0.1881,Clean
TXN0006191,33.0,FEMALE,Rivers,Polaris,Current,14467.21,207023.77,5,21,Tuesday,ATM,Yes,Yes,0,24,1,No,0.0699,no
TXN0006192,62.0,Male,Delta,Sterling,DOM,40936.95,66454.91,2,14,Friday,POS,Yes,Yes,0,45,1,No,0.616 ratio,No
TXN0006193,64.0,female,Delta,Sterling,savings,20495.34,76898.24,7,21,Monday,Transfer,Yes,Yes,0,1,1,No,0.2665,no
TXN0006194,73.0,M,Lagos,Sterling,savings,67831.06,247204.64,3,15,Tuesday,Transfer,Yes,Yes,0,45,0,1,0.2744,Clean
TXN0006195,65.0,f,Anambra,Access,Current,18244.4,46593.37,6,4,Sunday,Mobile,Yes,No,0,20,0,No,0.3916,NO
TXN0006196,44.0,MALE,Rivers,Zenith,Savings,54619.01,72048.57,1,8,Thursday,ATM,Yes,Yes,0,26,0,No,0.7581,Clean
TXN0006197,70.0,female,Enugu,GTBank,Domiciliary,18376.6,2037.73,4,0,Thursday,Transfer,Yes,Yes,0,30,2,No,9.0137,NO
TXN0006198,40.0,FEMALE,Kano,Access,C,20413.1,121560.31,3,12,Friday,atm,Yes,Yes,0,5,0,Yes,0.1679,No
TXN0006199,41.0,male,Bauchi,Stanbic,Current,11424.54,286038.99,2,2,Sunday,ATM,Yes,no,0,27,0,yes,0.0399,CLEAN
TXN0006200,26.0,MALE,Oyo,Fidelity,S,12777.69,4243.15,4,4,Sunday,Mobile,No,Yes,0,19,0,no,3.0107,CLEAN
TXN0006201,52.0,Female,Oyo,Access,Savings,67614.46,142705.99,5,22,Thursday,Mobile,1,yes,0,450,1,No,0.4738,0
TXN0006202,68.0,Male,Kano,GTBank,Savings,6316.96,280084.22,4,13,Friday,Transfer,Yes,Yes,1,29,1,No,0.0226,CLEAN
TXN0006203,37.0,male,Bauchi,Polaris,Savings,3237.28,102162.6,3,4,Tuesday,Online,Yes,Yes,0,77,0,No,0.0317,No
TXN0006204,54.0,M,Kano,FCMB,Current,44329.96,56317.87,3,19,Friday,Mobile,1,No,0,30,0,No,0.7871,No
TXN0006205,59.0,M,Abuja,Sterling,savings,21504.31,851884.55,4,13,Saturday,Mobile,Yes,No,1,10,1,0,0.0252,No
TXN0006206,34.0,F,Bauchi,Zenith,Savings,8374.49,10054.24,4,20,Friday,Mobile,No,Yes,0,23,0,No,0.8328,CLEAN
TXN0006207,64.0,Female,Bauchi,GTBank,SAV,14158.47,35438.78,4,0,Sunday,ATM,No,Yes,0,53,0,No,0.3995,false
TXN0006208,48.0,male,Delta,UBA,Current,18606.02,324742.87,4,10,Monday,Transfer,no,Yes,0,62,0,1,0.0573,False
TXN0006209,72.0,Male,Rivers,Stanbic,Current,22420.8,52925.25,2,4,Saturday,ATM,Yes,Yes,0,40 months,1,Yes,0.4236,false
TXN0006210,74.0,f,Rivers,Zenith,savings,43016.36,257092.04,5,2,Tuesday,Online,No,Unknown,0,69,0,No,0.1673,CLEAN
TXN0006211,25.0,m,Delta,Zenith,Savings,12536.42,60790.06,4,9,Friday,ATM,Yes,Yes,0,36,1,No,0.2062,no
TXN0006212,32.0,m,Kaduna,Access,savings,28214.14,250681.8,3,21,Tuesday,Mobile,Yes,Yes,0,5.2 years,0,1,0.1125,NO
TXN0006213,48.0,Female,Bauchi,Stanbic,Savings,45009.96,173624.83,2,8,Thursday,ATM,yes,No,0,49,0,no,0.2592,False
TXN0006214,70.0,F,Anambra,Zenith,Savings,46411.2,94814.14,4,14,Friday,Mobile,yes,1,0,1,1,No,0.4895,No
TXN0006215,47.0,f,Delta,FirstBank,Current,7333.96,111018.63,1,5,Thursday,pos,Yes,Yes,0,30,0,1,0.0661,Clean
TXN0006216,63.0,m,Kano,UBA,SAV,10776.23,29340.12,2,21,Sunday,Online,No,Yes,0,6,0,Yes,0.3673,CLEAN
TXN0006217,37.0,female,Kaduna,GTBank,Current,22590.91,18475.04,2,5,Monday,POS,Yes,No,0,21,1,no,1.2227,NO
TXN0006218,56.0,M,Enugu,GTBank,Current,54239.06,189315.94,2,22,Monday,mobile,Yes,No,0,75,2,No,0.2865,False
TXN0006219,70.0,F,Kaduna,GTBank,savings,39069.36,"NGN283,147.92",2,21,Tuesday,POS,0,Yes,0,30,1,no,0.138,no
TXN0006220,72.0,female,Kano,Stanbic,Savings,21924.52,192004.37,1,07:00,Monday,POS,0,No,0,38,0,No,0.1142,false
TXN0006221,29.0,Female,Bauchi,FCMB,savings,102966.39,366043.99,2,1,Sunday,Online,No,Yes,0,1,0,no,0.2813,Clean
TXN0006222,66.0,male,Rivers,FCMB,Current,14450.29,331198.2,1,23,Sunday,mobile,TRUE,Yes,0,16,0,no,0.0436,False
TXN0006223,34.0,MALE,Abuja,FCMB,Savings,46200.4,225888.28,3,3,Friday,Transfer,Yes,yes,0,14,0,Yes,0.2045,Clean
TXN0006224,59.0,female,Bauchi,Stanbic,Current,42651.53,342604.13,4,1,Tuesday,POS,yes,yes,0,41,0,No,0.1245,CLEAN
TXN0006225,47.0,M,Kano,UBA,Savings,59659.58,27448.52,5,8,Thursday,POS,Yes,No,0,89,0,No,2.1734,No
TXN0006226,46.0,F,Kaduna,UBA,Savings,109909.95,197158.06,4,4,Wednesday,Mobile,Yes,Yes,0,10,1,No,0.5575,0
TXN0006227,36yrs,f,Oyo,Stanbic,Savings,17114.44,210166.5,1,18,Monday,Online,No,Yes,0,37,0,no,0.0814,0
TXN0006228,63.0,male,Abuja,Sterling,Savings,5442.39,25081.23,1,18,Friday,POS,TRUE,Yes,0,14,2,Yes,0.217,0
TXN0006229,28.0,female,Lagos,Zenith,Domiciliary,"NGN15,446.14",360498.9,1,8,Thursday,Transfer,Yes,Unknown,0,47,0,No,0.0428,False
TXN0006230,51.0,female,Bauchi,Stanbic,Current,48084.01,1323.61,2,4,Wednesday,Online,Yes,Yes,0,73,0,No,36.3005,false
TXN0006231,67.0,female,Kano,Zenith,Current,45213.48,85534.6,1,15,Tuesday,Mobile,Yes,Yes,0,36,0,0,0.5286,No
TXN0006232,24.0,female,Enugu,UBA,Savings,10235.7,3256.96,7,6,Friday,ATM,Yes,Yes,0,21,0,Yes,3.1418,NO
TXN0006233,61.0,M,Bauchi,Fidelity,savings,1211.56,111148.39,4,1,Wednesday,Mobile,Yes,Yes,0,49,1,no,0.0109,False
TXN0006234,51 years,M,Bauchi,GTBank,Savings,17825.69,79694.09,4,13,Friday,POS,Yes,Yes,0,26,0,No,0.2237,NO
TXN0006235,37.0,M,Delta,Zenith,Current,16066.15,146351.16,3,21,Thursday,Mobile,Yes,Yes,1,10,0,no,0.1098,0
TXN0006236,67.0,Male,Kaduna,FirstBank,Savings,2241.66,218150.09,1,0,Sunday,Online,no,Yes,0,43,0,No,0.0103,no
TXN0006237,-55,Female,Anambra,UBA,Current,39605.22,219525.06,3,7,Thursday,POS,0,no,0,64,0,No,0.1804,False
TXN0006238,41.0,Male,Bauchi,Polaris,Savings,8337.58,192139.74,4,16,Monday,Transfer,No,Yes,0,78,0,No,0.0434,NO
TXN0006239,27.0,FEMALE,Kano,FCMB,savings,25943.96,16117.31,4,18,Thursday,atm,No,No,0,34,1,No,1.6096,0
TXN0006240,49.0,Female,Kaduna,Polaris,current,2675.38,81048.08,3,5,Tuesday,POS,Yes,yes,0,21,0,no,0.033,False
TXN0006241,69.0,Male,Oyo,FCMB,Domiciliary,49278.7,253882.58,4,13,Tuesday,ATM,no,Yes,0,18,0,no,0.1941,False
TXN0006242,32.0,Male,Enugu,Polaris,Savings,33607.18,159327.67,2,7,Sunday,ATM,yes,Yes,0,71,0,Yes,0.2109,NO
TXN0006243,54.0,male,Enugu,Stanbic,Savings,12292.85,171397.75,1,10,Friday,Mobile,Yes,Yes,0,21,1,no,0.0717,No
TXN0006244,37.0,Male,Bauchi,GTBank,SAV,24821.8,38607.08,5,13,Tuesday,Online,No,yes,0,33,0,No,0.6429,Clean
TXN0006245,20.0,M,Lagos,Sterling,Current,5189.57,58969.69,1,9,Thursday,Mobile,Yes,Yes,0,50,0,Yes,0.088,CLEAN
TXN0006246,54.0,Male,Kaduna,FCMB,CUR,105706.89,467892.62,1,16,Wednesday,Mobile,Yes,Yes,0,1,0,No,0.2259,NO
TXN0006247,74.0,MALE,Oyo,GTBank,Current,39754.13,281524.34,1,11,Tuesday,POS,yes,Yes,0,41,0,Yes,0.1412,CLEAN
TXN0006248,57.0,f,Rivers,Stanbic,CUR,38890.32,27034.47,3,3,Thursday,ATM,Yes,Yes,0,23,0,No,1.4385,No
TXN0006249,25.0,f,Delta,GTBank,SAV,4162.59,118017.53,1,18,Saturday,ATM,Yes,Yes,0,49,1,1,0.0353,no
TXN0006250,57.0,M,Lagos,Stanbic,Domiciliary,447.32,101150.95,5,16,Thursday,Mobile,Yes,yes,1,78,0,No,0.0044,false
TXN0006251,61.0,male,Rivers,Access,Savings,22009.3,87956.31,5,4,Friday,POS,No,no,1,30,0,No,0.2502,yes
TXN0006252,73.0,F,Delta,FirstBank,Current,3890.65,95405.49,3,23,Friday,Mobile,Yes,Yes,0,38,0,no,0.0408,False
TXN0006253,40.0,Female,Enugu,Polaris,SAV,37902.5,154456.09,1,13,Tuesday,Online,yes,Yes,0,17,0,No,0.2454,no
TXN0006254,57.0,M,Rivers,Polaris,current,13449.62,512367.87,6,6,Tuesday,POS,Yes,yes,0,6,2,Yes,0.0262,Clean
TXN0006255,28.0,Male,Lagos,Stanbic,Savings,"NGN10,334.69",312307.15,5,2,Thursday,Mobile,yes,Yes,0,28,2,No,0.0331,CLEAN
TXN0006256,63.0,female,Delta,UBA,Current,1912.56,312067.99,1,4,Tuesday,Online,Yes,No,0,54,1,No,0.0061,CLEAN
TXN0006257,25.0,Female,Lagos,Sterling,current,138446.62,182293.86,3,4,Saturday,atm,Yes,No,0,1,1,No,0.7595,NO
TXN0006258,46.0,M,Lagos,Sterling,Current,"NGN78,095.27",2661.62,3,7,Wednesday,ATM,Yes,yes,0,29,1,0,29.3302,false
TXN0006259,47.0,M,Delta,FCMB,current,3527.48,87096.18,4,21,Sunday,POS,Yes,0,0,56,0,no,0.0405 ratio,CLEAN
TXN0006260,73yrs,F,Oyo,FCMB,savings,10117.07,107347.65,3,2,Saturday,POS,0,Yes,0,75,0,No,0.0942,NO
TXN0006261,27.0,MALE,Enugu,Zenith,SAV,12389.71,277241.19,3,22,Monday,POS,yes,Yes,0,46,1,No,0.0447,no
TXN0006262,56.0,male,Bauchi,Polaris,Savings,8802.89,384285.12,8,0,Monday,Mobile,FALSE,Yes,0,42,0,No,0.0229,CLEAN
TXN0006263,45.0,male,Anambra,FirstBank,Savings,68130.63,90097.75,4,1,Thursday,mobile,Yes,yes,0,62,0,No,0.7562,CLEAN
TXN0006264,66.0,F,Abuja,FirstBank,Savings,31944.24,53599.77,1,6,Sunday,Transfer,No,Yes,0,60,0,Yes,0.596,False
TXN0006265,53.0,Male,Bauchi,Polaris,CUR,78041.69,61727.31,2,14,Saturday,Mobile,Yes,no,0,9,0,No,1.2643,0
TXN0006266,30.0,M,Rivers,Fidelity,Current,51887.31,129648.08,6,13,Monday,POS,1,No,0,1,1,no,0.4002,Clean
TXN0006267,49.0,f,Delta,Stanbic,Savings,35115.69,48231.74,2,12,Thursday,Mobile,Yes,Yes,0,1,0,No,0.728,No
TXN0006268,53.0,f,Oyo,Stanbic,Savings,29847.85,362428.13,1,11,Thursday,POS,no,Yes,0,1,0,0,0.0824,0
TXN0006269,54.0,female,Oyo,GTBank,Current,50278.22,81360.86,3,17,Saturday,Online,Yes,No,0,21,0,No,0.618,0
TXN0006270,43.0,Female,Rivers,UBA,savings,28812.19,691741.16,2,1,Sunday,POS,Yes,No,0,57,1,Yes,0.0417,NO
TXN0006271,39.0,Male,Kaduna,FCMB,Domiciliary,5228.54,17398.39,5,6,Wednesday,ATM,Yes,Yes,0,58,0,Yes,0.3005,false
TXN0006272,21.0,M,Lagos,FirstBank,Domiciliary,26112.09,31215.93,6,9,Friday,POS,yes,No,0,54,0,No,0.8365,False
TXN0006273,48.0,FEMALE,Abuja,UBA,Savings,18090.24,107490.22,2,19,Tuesday,Mobile,no,1,0,76,0,yes,0.1683,False
TXN0006274,35.0,female,Rivers,Stanbic,SAV,100288.73,304090.42,4,22,Wednesday,Online,Yes,No,0,11,0,Yes,0.3298,No
TXN0006275,55.0,FEMALE,Rivers,GTBank,Savings,17831.99,65532.48,2,9,Friday,Mobile,Yes,No,0,1,0,No,0.2721,False
TXN0006276,41.0,male,Anambra,FCMB,Current,980.35,272531.94,1,5,Thursday,ATM,Yes,yes,0,130,1,1,0.0036,False
TXN0006277,73.0,Male,Bauchi,Polaris,Savings,7669.57,83125.9,6,3,Saturday,Online,Yes,Yes,0,63,1,No,0.0923,Clean
TXN0006278,40.0,Male,Rivers,Zenith,Savings,62338.12,287590.28,7,7,Saturday,Transfer,Yes,No,0,15,1,No,0.2168,False
TXN0006279,39.0,Male,Kaduna,FCMB,Savings,81989.76,48741.44,3,12,Wednesday,ATM,Yes,Yes,0,37,0,Yes,1.6821,0
TXN0006280,19.0,F,Rivers,GTBank,Current,32594.7,95768.1,1,4,Thursday,Online,Yes,1,0,1,1,0,0.3403,NO
TXN0006281,48.0,Female,Rivers,UBA,Current,1463.62,49011.53,1,7,Monday,Online,No,Yes,0,71,0,No,0.0299 ratio,False
